Unnamed: 0,district,address,boomTime,lat,lon,state_code
53,大同區,民生西路321號,106-3-7,25.057061899999997,121.5120162,554126975
54,大同區,路與塔城街口(南京西路259號附近),106-2-2,25.053387,121.50979299999999,554026967
55,大同區,承德路3段與民族西路口,106-2-1,25.068799,121.51346399999998,554326998
56,大同區,赤峰街41巷,106-2-4,25.0548665,121.52000079999999,554026973
57,大同區,忠孝西路2段與塔城街口,106-2-10,25.0476299,121.5127104,553926955
58,大同區,西寧北路1巷與西寧北路口,106-2-11,25.0492189,121.5077956,553926958
59,大同區,民生西路與延平北路2段口,106-2-12,25.056957,121.5115836,554126975
60,大同區,民權西路與承德路3段口,106-2-12,25.0638424,121.5181676,554226990
61,大同區,機車道往三重,106-2-15,25.063710399999998,121.5065347,554226987
62,大同區,民族西路與大龍街口,106-3-7,25.063097,121.51653999999999,554226988
63,大同區,承德路3段與錦西街口,106-3-21,25.060231299999998,121.51878980000001,554226983
64,大同區,酒泉街138號,106-3-20,25.0720392,121.512413,554427003
65,大同區,錦西街與興城街口,106-1-21,25.0601497,121.51732849999999,554226983
66,大同區,民族西路與承德路3段口,106-1-22,25.068537399999997,121.51847250000002,554326999
67,大同區,五原路與太原路口,106-1-30,25.0566869,121.5169828,554126976
68,大同區,民族西路72號,106-2-2,25.0684133,121.5179406,554326998
69,大同區,延平北路2段60巷,106-3-25,25.0554237,121.51131840000001,554026972
70,大同區,歸綏街267號,106-4-2,25.058334,121.51,554126978
71,大同區,民權西路127號,106-5-2,25.0631125,121.51726670000001,554226989
72,大同區,重慶北路1段62號,106-2-18,25.0521814,121.51385990000001,554026966
73,大同區,鄭州路與西寧北路口,106-2-19,25.050385000000002,121.50978640000001,553926961
74,大同區,民權西路與台北橋口機車道往三重,106-2-20,25.063710399999998,121.5065347,554226987
75,大同區,台北橋往台北方向,106-1-26,25.063710399999998,121.5065347,554226987
76,大同區,承德路2段與南京西路口,106-1-26,25.053328,121.51763229999999,554026969
77,大同區,西寧北路與長安西路口,106-2-2,25.0526962,121.50863429999998,554026966
78,大同區,環河北路1段與南京西路口堤外便道,106-5-9,25.0519062,121.50673049999999,554026963
79,大同區,民權西路與蘭州街口,106-5-14,25.062889000000002,121.5147047,554226988
80,大同區,鄭州路與延平北路1段口,106-5-16,25.048754000000002,121.510948,553926957
81,大同區,西寧北路與長安西路口,106-2-11,25.0526962,121.50863429999998,554026966
82,大同區,市民大道1段與承德路1段口,106-2-15,25.0490476,121.51810990000001,553926960
83,大同區,承德路2段與民生西路口,106-2-22,25.055966,121.51839009999999,554126975
84,大同區,重慶北路3段152巷,106-3-2,25.068131,121.5127989,554326997
85,大同區,環河北路2段7號旁,106-3-3,25.063740799999998,121.50903459999999,554226988
86,大同區,承德路1段75號,106-3-13,25.0520803,121.517762,554026966
87,大同區,民生西路292號,106-3-14,25.056724,121.5126045,554126975
88,大同區,延平北路2段與民權西路口,106-3-20,25.0627882,121.51122050000001,554226987
89,大同區,鄭州路與環河北路1段口,106-2-5,25.0507942,121.50675919999999,553926961
90,大同區,重慶北路2段與民生西路口,106-2-6,25.0569098,121.51359790000001,554126976
91,大同區,延平北路2段79號,106-2-7,25.0560451,121.5117644,554126973
92,大同區,承德路2段與民權西路口,106-2-8,25.0629867,121.5182325,554226989
93,大同區,忠孝西路2段與塔城街口,106-2-6,25.0476299,121.5127104,553926955
94,大同區,延平北路3段61巷口,106-2-14,25.063516,121.51129399999999,554226988
95,大同區,民樂街95號,106-2-14,25.056527,121.5109828,554126974
96,大同區,環河北路1段與鄭州路口,106-1-27,25.0596283,121.5085172,554126980
97,大同區,歸綏街194巷,106-2-3,25.0579283,121.51195919999999,554126977
98,大同區,民權西路194號,106-2-5,25.0627713,121.5144137,554226987
99,大同區,鄭州路與鄭州路29巷口,106-2-11,25.049597,121.514177,553926960
100,大同區,延平北路2段276號,106-2-22,25.0622533,121.5111885,554226986
101,大同區,重慶北路3段236巷,106-2-9,25.0705484,121.5127784,554427001
102,大同區,鄭州路與西寧北路口,106-2-16,25.050385000000002,121.50978640000001,553926961
103,大同區,承德路3段與庫倫街口,106-2-21,25.069937799999998,121.5182537,554427001
104,大同區,延平北路4段179巷與迪化街2段口,106-2-19,25.0736639,121.511536,554427006
105,大同區,承德路2段209號,106-3-14,25.0632571,121.5180676,554226989
106,大同區,安西街與延平北路2段272巷口口,106-3-14,25.0621,121.511175,554226985
107,大同區,長安西路與塔城街口,106-2-15,25.050385000000002,121.50978640000001,553926961
108,大同區,長安西路與西寧北路口,106-3-1,25.051480899999998,121.5144918,554026964
109,大同區,民權西路台北橋機車道,106-2-11,25.063710399999998,121.5065347,554226987
110,大同區,忠孝西路2段與塔城街口,106-2-15,25.0476299,121.5127104,553926955
111,大同區,鄭州路3號,106-2-17,25.049045899999996,121.51611229999999,553926959
112,大同區,長安西路218號與長安西路口,106-4-6,25.051335899999998,121.5147965,554026964
113,大同區,塔城街北門站2號出口,106-2-20,25.049349,121.5102908,553926959
114,大同區,延平北路2段255-1號,106-2-27,25.062618,121.51144,554226986
115,大同區,民權西路123號,106-4-13,25.063105,121.5173794,554226989
116,大同區,錦西街46號,106-4-13,25.0602383,121.5202,554226984
117,大同區,延平北路4段93-3號,106-4-13,25.0710036,121.51096570000001,554427001
118,大同區,歸綏街與萬全街103巷口口,106-4-20,25.057848899999996,121.520473,554126979
119,大同區,環河北路1段與民生西路口,106-2-20,25.0568782,121.5082932,554126974
120,大同區,民權西路與大龍街口口,106-2-22,25.062972199999997,121.5166608,554226988
121,大同區,西寧北路32號,106-3-1,25.051222699999997,121.50821770000002,554026962
122,大同區,酒泉街136號,106-3-2,25.071937899999998,121.5124624,554427003
123,大同區,重慶北路1段與長安西路口,106-2-13,25.051622100000003,121.5138878,554026964
124,大同區,鄭州路與塔城街口,106-2-15,25.050385000000002,121.50978640000001,553926961
125,大同區,民權西路254號,106-2-25,25.0627249,121.5124189,554226987
126,大同區,承德路3段277號,106-2-27,25.072865,121.519356,554427006
127,大同區,台北橋機車道東往西23號燈桿,106-3-3,25.063710399999998,121.5065347,554226987
128,大同區,鄭州路與西寧北路口,106-3-4,25.050385000000002,121.50978640000001,553926961
129,大同區,民權西路185巷與民權西路口,106-3-17,25.062904999999997,121.519319,554226989
130,大同區,鄭州路與承德路1段口,106-3-22,25.0491806,121.5144925,553926959
131,大同區,民生西路229號,106-3-30,25.0572526,121.5158456,554126977
132,大同區,承德路3段48號,106-2-9,25.064911399999996,121.51807859999998,554326992
133,大同區,民權西路與蘭州街口,106-3-14,25.062889000000002,121.5147047,554226988
134,大同區,承德路3段與民權西路口,106-2-11,25.0629867,121.5182325,554226989
135,大同區,延平北路4段16號,106-1-25,25.0691508,121.5108051,554326998
136,大同區,鄭州路與西寧北路口,106-2-13,25.050385000000002,121.50978640000001,553926961
137,大同區,鄭州路145號,106-2-17,25.050969600000002,121.5093209,553926962
138,大同區,長安西路80號,106-4-5,25.0503298,121.5191472,553926963
139,大同區,延平北路1段與長安西路口,106-2-27,25.052055499999998,121.51188159999998,554026965
140,大同區,環河北路2段145巷,106-3-3,25.0672062,121.50918329999999,554326994
141,大同區,承德路2段與南京西路口,106-3-8,25.053328,121.51763229999999,554026969
142,大同區,鄭州路與塔城街口,106-3-17,25.050385000000002,121.50978640000001,553926961
143,大同區,長安西路70號建成國中地下停車場出入口,106-3-22,25.051576999999998,121.51988130000001,554026966
144,大同區,民樂街61-1號,106-4-6,25.0551872,121.5109856,554026971
145,大同區,鄭州路21巷,106-4-6,25.049573100000003,121.5145662,553926960
146,大同區,民族西路與承德路3段口,106-4-11,25.068537399999997,121.51847250000002,554326999
147,大同區,重慶北路1段與民生西路口,106-4-17,25.056385000000002,121.51168,554126974
148,大同區,延平北路4段與酒泉街口,106-3-18,25.0719201,121.51094259999999,554427003
149,大同區,延平北路3段與民權西路口,106-3-19,25.0631105,121.5112207,554226987
150,大同區,延平北路2段與民權西路口口,106-3-24,25.0627882,121.51122050000001,554226987
151,大同區,承德路3段與酒泉街口,106-3-25,25.069937799999998,121.5182537,554427001
152,大同區,承德路2段77號,106-3-30,25.055975699999998,121.51841709999998,554126975
153,大同區,環河北路2段與民權西路口,106-3-31,25.070524399999996,121.5091986,554427000
154,大同區,延平北路2段與涼州街口,106-4-11,25.060562,121.511509,554226982
155,大同區,延平北路3段26號,106-6-6,25.064199,121.511045,554226989
156,大同區,重慶北路3段242號,106-6-14,25.0707037,121.51352379999999,554427001
157,大同區,重慶北路1段30號,106-7-4,25.050928600000002,121.5135668,553926963
158,大同區,敦煌路與環河北路2段口污水處理廠前,106-7-11,25.0724189,121.5100679,554427003
159,大同區,長安西路172巷,106-7-12,25.050628600000003,121.5159828,553926963
160,大同區,延平北路2段與保安街口,106-8-28,25.058906600000004,121.5115635,554126979
161,大同區,重慶北路3段與重慶北路3段口往南機車引道,106-4-10,25.075350699999998,121.51355330000001,554527009
162,大同區,重慶北路2段64巷,106-3-1,25.055707199999997,121.5129341,554126973
163,大同區,延平北路2段與民權西路口,106-3-3,25.0627882,121.51122050000001,554226987
164,大同區,承德路3段與庫倫街口,106-3-12,25.069937799999998,121.5182537,554427001
165,大同區,重慶北路2段與民生西路口,106-3-15,25.0569098,121.51359790000001,554126976
166,大同區,西寧北路1巷,106-3-22,25.0491178,121.5083265,553926958
167,大同區,民生西路與迪化街1段口,106-7-12,25.056834,121.509752,554126975
168,大同區,寧夏路與歸綏街口,106-3-8,25.058170999999998,121.50856499999999,554126977
169,大同區,承德路3段與民權西路口,106-3-14,25.0629867,121.5182325,554226989
170,大同區,台北橋與台北橋口機車道往台北,106-3-14,25.063710399999998,121.5065347,554226987
171,大同區,台北橋機車道往三重,106-3-16,25.063710399999998,121.5065347,554226987
172,大同區,鄭州路與塔城街口,106-3-20,25.050385000000002,121.50978640000001,553926961
173,大同區,延平北路4段與酒泉街口,106-3-22,25.0719201,121.51094259999999,554427003
174,大同區,市民大道1段與市民大道1段口地下街Y3出口前,106-3-22,25.0486673,121.51429089999999,553926958
175,大同區,環河北路2段與敦煌路口往北近敦煌路,106-3-25,25.0763833,121.5130478,554527010
176,大同區,承德路3段與昌吉街口,106-3-25,25.0660079,121.51815330000001,554326994
177,大同區,大龍街與民族西路口,106-3-25,25.068735800000002,121.5157226,554326998
178,大同區,重慶北路2段與長安西路口,106-3-27,25.059375199999998,121.5134561,554126980
179,大同區,承德路3段與酒泉街口,106-4-10,25.069937799999998,121.5182537,554427001
180,大同區,台北橋機車道往三重,106-4-24,25.063710399999998,121.5065347,554226987
181,大同區,民生西路72號,106-5-25,25.057507,121.5204723,554126978
182,大同區,環河北路1段與鄭州路口,106-9-19,25.0596283,121.5085172,554126980
183,大同區,環河北路1段與忠孝西路2段口,106-4-10,25.0836033,121.50688899999999,554727019
184,大同區,南京西路與太原路口,106-4-22,25.053588100000002,121.5160989,554026969
185,大同區,重慶北路2段與涼州街口,106-4-23,25.060890899999997,121.51486940000001,554226984
186,大同區,環河北路2段與昌吉街口,106-5-5,25.0658326,121.5088817,554326992
187,大同區,民生西路308號,106-5-11,25.0568491,121.5120788,554126975
188,大同區,安西街28號與安西街口,106-7-14,25.061094,121.50981200000001,554226983
189,大同區,承德路3段60號,106-7-18,25.065329600000002,121.51810220000002,554326993
190,大同區,鄭州路與西寧北路口,106-7-23,25.050385000000002,121.50978640000001,553926961
191,大同區,民生西路與迪化街1段口,106-7-26,25.056834,121.509752,554126975
192,大同區,歸綏街237號,106-8-2,25.058361899999998,121.510899,554126978
193,大同區,台北橋機車道上橋處(往三重),106-8-7,25.063710399999998,121.5065347,554226987
194,大同區,延平北路3段18巷20號與民權西路245巷口,106-8-9,25.063516,121.51129399999999,554226988
195,大同區,長安西路與貴德街口,106-8-15,25.0521519,121.5079882,554026964
196,大同區,延平北路2段272巷與延平北路2段口,106-8-27,25.0621,121.511175,554226985
197,大同區,承德路1段與市民大道1段口,106-9-1,25.050385000000002,121.50978640000001,553926961
198,大同區,承德路2段與錦西街口,106-9-4,25.060231299999998,121.51878980000001,554226983
199,大同區,通河西街1段(明倫高中後方河堤便道),106-9-15,25.076246100000002,121.5193385,554527011
200,大同區,延平北路1段與延平北路1段66巷口,106-7-10,25.051573,121.5119088,554026964
201,大同區,承德路2段31號,106-8-17,25.0538938,121.5180722,554026970
202,大同區,民生西路423巷與環河北路1段口,106-8-25,25.0510056,121.50666059999999,553926961
203,大同區,鄭州路與環河北路1段口,106-11-3,25.0507942,121.50675919999999,553926961
204,大同區,環河北路1段與長安西路口,106-8-31,25.0524323,121.50726609999998,554026965
205,大同區,鄭州路139號與鄭州路143巷口,106-8-23,25.050385000000002,121.50978640000001,553926961
206,大同區,鄭州路與西寧北路口,106-8-25,25.050385000000002,121.50978640000001,553926961
207,大同區,錦西街80號與雙連街口,106-8-20,25.060271,121.52028899999999,554226984
208,大同區,台北橋往三重方向(機車道)橋中,106-9-5,25.063710399999998,121.5065347,554226987
209,大同區,鄭州路與環河北路1段口,106-9-11,25.0507942,121.50675919999999,553926961
210,大同區,台北橋機車道西往東方向,106-9-12,25.063710399999998,121.5065347,554226987
211,大同區,延平北路2段266號,106-8-19,25.061297,121.5110848,554226984
212,大同區,寧夏路與涼州街口,106-8-20,25.060890899999997,121.51486940000001,554226984
213,大同區,承德路3段189號,106-8-7,25.063414399999996,121.5185008,554226989
214,大同區,承德路2段與南京西路口,106-9-17,25.053328,121.51763229999999,554026969
215,大同區,重慶北路1段與華陰街口,106-9-22,25.050481,121.5144612,553926962
216,大同區,承德路2段與民生西路口,106-8-20,25.055966,121.51839009999999,554126975
217,大同區,承德路3段232號與庫倫街口,106-9-24,25.072329,121.5185723,554427005
218,大同區,承德路3段336號明倫高中後方,106-9-26,25.076246100000002,121.5193385,554527011
219,大同區,雙連街與錦西街口,106-9-27,25.060271,121.52028899999999,554226984
220,大同區,民權西路與蘭州街口,106-9-30,25.062889000000002,121.5147047,554226988
221,大同區,承德路2段與錦西街口,106-10-14,25.060231299999998,121.51878980000001,554226983
222,大同區,承德路2段221號與錦西街口,106-10-20,25.062904999999997,121.519319,554226989
223,大同區,承德路3段8巷與民權西路133巷口,106-10-21,25.066349,121.517923,554326995
224,大同區,民權西路88號與承德路2段口,106-11-4,25.062472,121.5185889,554226988
225,大同區,民生西路426號與西寧北路口,106-11-14,25.0556299,121.5090418,554126972
226,大同區,延平北路2段與南京西路口,106-8-26,25.054845999999998,121.511773,554026971
227,大同區,承德路2段3號,106-11-9,25.0550237,121.51801809999999,554026973
228,大同區,環河北路1段169號,106-11-10,25.059041,121.508909,554126979
229,大同區,哈密街83巷與哈密街口,106-11-10,25.074081500000002,121.51915079999999,554527008
230,大同區,忠孝西路2段與塔城街口,106-7-25,25.0476299,121.5127104,553926955
231,大同區,長安西路與長安西路138巷口,106-7-27,25.050131,121.51813500000002,553926962
232,大同區,民權西路與民權西路133巷口,106-8-7,25.0631247,121.5169835,554226989
233,大同區,重慶北路3段252巷與重慶北路3段236巷45弄口,106-8-7,25.0711145,121.5135085,554427002
234,大同區,延平北路2段與民權西路口,106-8-9,25.0627882,121.51122050000001,554226987
235,大同區,西寧北路與忠孝西路2段口,106-8-12,25.0526962,121.50863429999998,554026966
236,大同區,重慶北路3段369號,106-8-15,25.075582,121.514132,554527009
237,大同區,民樂街與民生西路口,106-8-15,25.0569336,121.5108371,554126975
238,大同區,延平北路4段與迪化街2段268巷口,106-8-9,25.055104699999998,121.5100372,554026971
239,大同區,鄭州路與環河北路1段口(堤外便道),106-8-14,25.059041,121.508909,554126979
240,大同區,重慶北路3段152巷,106-8-15,25.068131,121.5127989,554326997
241,大同區,環河北路1段與鄭州路口(三號水門),106-8-21,25.050823100000002,121.50663359999999,553926961
242,大同區,市民大道1段209號轉運站,106-8-23,25.0488533,121.5187085,553926959
243,大同區,環河北路2段137號與環河北路2段口,106-12-14,25.067038800000002,121.50917749999999,554326994
244,大同區,鄭州路145號,106-12-31,25.050969600000002,121.5093209,553926962
245,大同區,敦煌路21巷,106-12-31,25.0767913,121.51655729999999,554527012
246,大同區,民權西路238號,106-7-7,25.062775199999997,121.51288020000001,554226987
247,大同區,承德路3段225巷口,106-7-24,25.0701746,121.5190774,554427002
248,大同區,市民大道1段209號,106-8-5,25.049116,121.5185352,553926960
249,大同區,重慶北路1段與歸綏街口,106-8-5,25.0580364,121.5133116,554126978
250,大同區,長安西路84號,106-8-12,25.0503367,121.5191331,553926963
251,大同區,長安西路35號,106-8-19,25.050401100000002,121.5196949,553926963
252,大同區,民生西路184號,106-9-1,25.057095999999998,121.517248,554126977
253,大同區,民族西路259號,106-8-11,25.0688138,121.5114413,554326998
254,大同區,延平北路3段與民權西路口,106-8-26,25.0631105,121.5112207,554226987
255,大同區,市民高架道下重慶北路匝道,106-7-13,25.078552399999996,121.5143787,554627014
256,大同區,忠孝西路1段與鄭州路83巷口,106-7-24,25.0477266,121.51216399999998,553926955
257,大同區,承德路3段176巷前,106-9-14,25.0691393,121.517624,554326999
258,大同區,長安西路與塔城街口,106-9-16,25.050385000000002,121.50978640000001,553926961
259,大同區,承德路3段與敦煌路口,106-8-20,25.070762300000002,121.518518,554427002
260,大同區,承德路2段與民生西路口,106-8-27,25.055966,121.51839009999999,554126975
261,大同區,庫倫街11號,106-5-10,25.072062399999997,121.5172437,554427004
262,大同區,塔城街與鄭州路口,106-5-15,25.050385000000002,121.50978640000001,553926961
263,大同區,承德路2段168號,106-5-15,25.0632571,121.5180676,554226989
264,大同區,環河北路1段與南京西路口,106-5-17,25.053735600000003,121.50750049999999,554026968
265,大同區,環河北路1段63號之1,106-6-2,25.052557,121.5074419,554026965
266,大同區,市民大道1段R1出口前,106-9-20,25.0486673,121.51429089999999,553926958
267,大同區,台北橋往三重機車道,106-10-29,25.063710399999998,121.5065347,554226987
268,大同區,延平北路2段148號與延平北路2段口,106-11-6,25.068479999999997,121.51075700000001,554326997
269,大同區,重慶北路3段137巷與民族西路182巷口,106-4-28,25.0699509,121.514055,554427000
270,大同區,承德路3段99巷口,106-5-3,25.06646060000001,121.5187554,554326995
271,大同區,西寧北路1巷,106-4-27,25.0491178,121.5083265,553926958
272,大同區,台北橋機車道往三重方向,106-4-21,25.063710399999998,121.5065347,554226987
273,大同區,重慶北路2段與保安街口,106-6-11,25.059375199999998,121.5134561,554126980
274,大同區,承德路3段22號與承德路3段口,106-7-11,25.0641393,121.518056,554226991
275,大同區,延平北路2段88號,106-7-18,25.056204100000002,121.5114614,554126974
276,大同區,重慶北路3段236巷與重慶北路3段236巷45弄口,106-7-23,25.0706323,121.5118242,554427001
277,大同區,南京西路153號,106-7-30,25.0541428,121.5135594,554026970
278,大同區,重慶北路2段與民生西路口,106-4-27,25.0569098,121.51359790000001,554126976
279,大同區,重慶北路1段47-1號,106-4-28,25.050952,121.51395500000001,553926963
280,大同區,鄭州路與西寧北路口,106-4-29,25.050385000000002,121.50978640000001,553926961
281,大同區,市民高架道往西第62號燈桿處,106-5-2,25.0491806,121.5144925,553926959
282,大同區,昌吉街與大龍街口,106-5-3,25.0712997,121.5159438,554427003
283,大同區,民權西路262號,106-5-3,25.062735,121.512169,554226987
284,大同區,民權西路93號,106-5-10,25.063077800000002,121.5187926,554226989
285,大同區,長安西路與華亭街口,106-6-3,25.053906299999998,121.5131365,554026969
286,大同區,西寧北路與鄭州路口,106-5-21,25.050385000000002,121.50978640000001,553926961
287,大同區,承德路1段與長安西路口,106-5-23,25.050904199999998,121.51696609999999,553926963
288,大同區,南京西路36號,106-5-25,25.05266180000001,121.5196088,554026968
289,大同區,延平北路3段與昌吉街口,106-5-30,25.0682622,121.51089979999999,554326996
290,大同區,重慶北路3段與昌吉街口,106-6-3,25.0660149,121.51393590000002,554326993
291,大同區,環河北路1段與長安西路口,106-6-20,25.0524323,121.50726609999998,554026965
292,大同區,承德路2段成淵高中前,106-6-20,25.061357,121.51866000000001,554226986
293,大同區,重慶北路2段與涼州街口,106-6-3,25.060890899999997,121.51486940000001,554226984
294,大同區,重慶北路2段與南京西路口,106-6-4,25.054553,121.511596,554026970
295,大同區,民權西路與蘭州街口,106-6-5,25.062889000000002,121.5147047,554226988
296,大同區,民生西路與太原路口,106-4-14,25.0570219,121.5167199,554126976
297,大同區,鄭州路與塔城街口,106-4-18,25.050385000000002,121.50978640000001,553926961
298,大同區,南京西路67號,106-4-19,25.053185100000004,121.5188903,554026969
299,大同區,環河北路2段181號,106-4-23,25.0681556,121.5092374,554326996
300,大同區,民生西路與太原路口,106-5-7,25.0570219,121.5167199,554126976
301,大同區,塔城街與鄭州路口,106-5-8,25.050385000000002,121.50978640000001,553926961
302,大同區,承德路2段235號成淵高中前,106-4-17,25.061357,121.51866000000001,554226986
303,大同區,大龍街22巷,106-4-18,25.0637169,121.5158057,554226989
304,大同區,承德路1段與長安西路口,106-4-18,25.050904199999998,121.51696609999999,553926963
305,大同區,承德路3段190巷,106-4-23,25.0697306,121.5180544,554427001
306,大同區,南京西路262巷對面,106-4-24,25.053373,121.51526100000001,554026968
307,大同區,昌吉街與大龍街口,106-6-7,25.0712997,121.5159438,554427003
308,大同區,重慶北路3段與民權西路口,106-6-10,25.063122,121.51371740000002,554226988
309,大同區,延平北路1段與甘谷街口,106-6-21,25.0527697,121.51182890000001,554026966
310,大同區,民生西路286號,106-5-31,25.0568742,121.5129345,554126975
311,大同區,南京西路與南京西路64巷口口,106-6-29,25.0525429,121.5182821,554026967
312,大同區,重慶北路1段86號前,106-7-15,25.049577,121.513627,553926960
313,大同區,市民大道1段209號前(台北地下街Y1出口),106-5-1,25.0486673,121.51429089999999,553926958
314,大同區,承德路3段297號,106-5-8,25.0754485,121.5204804,554527010
315,大同區,民權西路與大龍街口,106-5-13,25.062972199999997,121.5166608,554226988
316,大同區,鄭州路與塔城街口,106-5-14,25.050385000000002,121.50978640000001,553926961
317,大同區,延平北路2段43巷8號,106-5-27,25.0632792,121.5108456,554226987
318,大同區,承德路3段與民族西路口,106-6-2,25.068799,121.51346399999998,554326998
319,大同區,延平北路2段70號,106-6-6,25.055709600000004,121.5115607,554126973
320,大同區,環河北路1段玉泉公園停車場號,106-4-25,25.0497229,121.507347,553926959
321,大同區,重慶北路2段與民權西路口,106-5-1,25.0621449,121.51338700000001,554226986
322,大同區,台北橋機車道下橋處,106-5-5,25.0632482,121.50951129999999,554226987
323,大同區,民權西路106號,106-5-13,25.0626833,121.5172713,554226988
324,大同區,昌吉街35號,106-5-19,25.065975299999998,121.5166918,554326994
325,大同區,民權西路與台北橋口往三重機車道,106-5-7,25.063710399999998,121.5065347,554226987
326,大同區,塔城街與長安西路口,106-5-4,25.052023499999997,121.51043370000001,554026965
327,大同區,民族西路182巷,106-5-20,25.068045,121.51485829999999,554326997
328,大同區,承德路3段與敦煌路口,106-5-31,25.070762300000002,121.518518,554427002
329,大同區,太原路與民生西路口,106-5-11,25.056997,121.51648600000001,554126976
330,大同區,承德路1段與平陽街口,106-5-23,25.0551611,121.5165423,554026973
331,大同區,延平北路2段239號,106-6-9,25.0613756,121.5114493,554226984
332,大同區,延平北路2段211號,106-6-16,25.0597579,121.511528,554126981
333,大同區,延平北路3段43號,106-6-9,25.064964399999997,121.5112246,554326991
334,大同區,承德路3段與民權西路口,106-5-29,25.0629867,121.5182325,554226989
335,大同區,承德路3段312號,106-5-16,25.074687,121.51968889999999,554527009
